Model,Dimension,Severity,Severity_Percent,Perturbation_Seed,Clean_Accuracy,Clean_Macro_F1,Clean_Weighted_F1,Perturbed_Accuracy,Perturbed_Macro_F1,Perturbed_Weighted_F1,Delta_F1,Realized_Rate,Changed_Instance_Rate
CAMeLBERT-Mix,Textual Accuracy,0.2,20,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7375474083438686,0.6190358610795369,0.7347818042157976,0.029598936535842668,0.19952338033332825,0.9845764854614412
CAMeLBERT-Mix,Textual Accuracy,0.2,20,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7438685208596713,0.6259822822848196,0.7395969904323225,0.022652515330560008,0.20008860237393258,0.9865992414664981
CAMeLBERT-Mix,Textual Accuracy,0.2,20,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7423514538558786,0.618295415867527,0.738304050029166,0.030339381747852556,0.19921785490597455,0.9830594184576485
CAMeLBERT-Mix,Textual Accuracy,0.2,20,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7499367888748419,0.634273845645512,0.7465038077115282,0.01436095196986753,0.19940117016238676,0.9853350189633375
CAMeLBERT-Mix,Textual Accuracy,0.3,30,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.722629582806574,0.5990999951822313,0.7169212860083165,0.04953480243314823,0.3006675730587678,0.9941845764854614
CAMeLBERT-Mix,Textual Accuracy,0.3,30,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7208596713021492,0.6026166737643301,0.7163995741771458,0.04601812385104942,0.3001787323750019,0.9929203539823008
CAMeLBERT-Mix,Textual Accuracy,0.3,30,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7175726927939318,0.5982630307362353,0.7131070986044784,0.05037176687914424,0.3003162188173111,0.9957016434892542
CAMeLBERT-Mix,Textual Accuracy,0.3,30,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7236409608091025,0.6013932673938034,0.7195900852647891,0.04724153022157618,0.30074395441560625,0.995448798988622
CAMeLBERT-Mix,Textual Accuracy,0.3,30,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7246523388116308,0.5974934781026902,0.7169379675257577,0.05114131951268941,0.300560639159194,0.9951959544879899
CAMeLBERT-Mix,Completeness,0.1,10,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7514538558786347,0.6393201123441836,0.7489851184655952,0.009314685271195944,0.1001251415291103,0.9580278128950696
CAMeLBERT-Mix,Completeness,0.1,10,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7560050568900126,0.6451887978138283,0.7544407265875861,0.003445999801551247,0.09995828615696323,0.956763590391909
CAMeLBERT-Mix,Completeness,0.1,10,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.756763590391909,0.6470204372547433,0.7551079163073431,0.0016143603606362245,0.09989869495262499,0.9534766118836915
CAMeLBERT-Mix,Completeness,0.1,10,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7597977243994943,0.6517801079727039,0.7578800720742775,-0.003145310357324349,0.10008938680650736,0.9585335018963338
CAMeLBERT-Mix,Completeness,0.1,10,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7547408343868521,0.6410434292691229,0.7534867795626545,0.007591368346256622,0.10000595912043382,0.9580278128950696
CAMeLBERT-Mix,Completeness,0.2,20,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7474083438685208,0.6322676779821945,0.7444208455391897,0.016367119633185045,0.20010726416780883,0.9934260429835651
CAMeLBERT-Mix,Completeness,0.2,20,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7484197218710493,0.6315524543013793,0.7450086493856759,0.01708234331400027,0.20015493713127944,0.9946902654867257
CAMeLBERT-Mix,Completeness,0.2,20,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.741087231352718,0.6252743488628432,0.7377997024427639,0.0233604487525364,0.19990465407305882,0.9934260429835651
