Model,Dimension,Severity_Percent,Clean_Accuracy,Clean_Macro_F1,Clean_Weighted_F1,Accuracy_Mean,Accuracy_SD,Macro_F1_Mean,Macro_F1_SD,Weighted_F1_Mean,Weighted_F1_SD,Delta_F1_Mean,Delta_F1_SD,Realized_Rate_Mean,Realized_Rate_SD,Changed_Instance_Rate_Mean,N_Runs
XLM-R,Completeness,10,76.40960809102401,62.38874046547942,74.98597775836777,75.68647281921618,0.19139510359318032,61.14843606371717,0.22910160382381542,74.18568264959964,0.13982590717528123,1.240304401762251,0.2291016038238148,10.001549371312795,0.009285525859380053,95.69658659924146,5
XLM-R,Completeness,20,76.40960809102401,62.38874046547942,74.98597775836777,74.26042983565108,0.6520251306309823,59.344658933607505,1.0486948954372326,72.64379428314697,0.715997225803877,3.0440815318719094,1.0486948954372346,19.992610690662058,0.027610734247582324,99.41845764854614,5
XLM-R,Completeness,30,76.40960809102401,62.38874046547942,74.98597775836777,72.86978508217446,0.5449370938622576,57.923019649320494,0.9115548807571529,71.17731625772062,0.5637313623410798,4.4657208161589175,0.9115548807571533,29.9858172933675,0.03458960149943466,99.86346396965867,5
XLM-R,Consistency,10,76.40960809102401,62.38874046547942,74.98597775836777,75.8938053097345,0.23488696156750882,61.27674476359044,0.6238702183804081,74.34740733507844,0.3074013571786269,1.1119957018889814,0.6238702183804085,10.001943674362934,0.01888234690479382,96.07585335018965,5
XLM-R,Consistency,20,76.40960809102401,62.38874046547942,74.98597775836777,75.3173198482933,0.26602798356637153,60.470203391219826,0.35165341052649857,73.73632004416686,0.21389126980399784,1.9185370742595897,0.35165341052649773,20.010843656972167,0.026532649455828634,98.98862199747155,5
XLM-R,Consistency,30,76.40960809102401,62.38874046547942,74.98597775836777,74.82680151706701,0.20819407181025526,59.875808733247005,0.697140528175143,73.1749725682458,0.24458430508068257,2.5129317322324196,0.6971405281751424,29.995191963418005,0.01897908795250363,99.44879898862199,5
XLM-R,Textual Accuracy,10,76.40960809102401,62.38874046547942,74.98597775836777,75.53476611883691,0.13331404628535393,60.00480731218482,0.3117884654003479,73.86713651516679,0.09691028195941057,2.3839331532945973,0.3117884654003481,9.973877575961259,0.04238993270958794,90.97850821744628,5
XLM-R,Textual Accuracy,20,76.40960809102401,62.38874046547942,74.98597775836777,74.82680151706701,0.3068703195640724,59.169806697589244,0.6867810202368426,73.01881286728394,0.3800240809861655,3.2189337678901793,0.6867810202368435,19.978307694657886,0.05996787835929962,98.4677623261694,5
XLM-R,Textual Accuracy,30,76.40960809102401,62.38874046547942,74.98597775836777,73.795195954488,0.6106600379662396,58.31450953327393,0.5286447920127141,71.92242803284567,0.5391515831830748,4.0742309322054915,0.5286447920127139,30.049342356517624,0.023876963639345414,99.46902654867257,5
XLM-R,Understandability,10,76.40960809102401,62.38874046547942,74.98597775836777,75.70670037926675,0.09694204557613367,61.08932960774067,0.4682360619950407,74.25907875347237,0.10935139348148175,1.2994108577387453,0.4682360619950406,9.156546093796555,0.05012325267940255,78.34639696586599,5
XLM-R,Understandability,20,76.40960809102401,62.38874046547942,74.98597775836777,75.43362831858407,0.19796287363907594,60.45668230106702,0.5451332433154464,73.9140978221539,0.25521269602136915,1.9320581644123889,0.5451332433154465,17.06978130028008,0.05226797492384445,95.66118836915297,5
XLM-R,Understandability,30,76.40960809102401,62.38874046547942,74.98597775836777,74.92288242730721,0.22071456731019298,59.87974712146665,0.4835223019376885,73.3487771632157,0.21765229131898534,2.5089933440127665,0.4835223019376892,25.991776413801322,0.05085612672654007,98.48293299620734,5
XLM-R,Validity,10,76.40960809102401,62.38874046547942,74.98597775836777,75.9039190897598,0.1027059216768137,60.99184130429066,0.2961168216688165,74.32992362992556,0.13778112802640402,1.3968991611887605,0.2961168216688142,10.005839938025147,0.01568958439546056,95.70670037926675,5
XLM-R,Validity,20,76.40960809102401,62.38874046547942,74.98597775836777,75.39823008849558,0.302886183330242,59.42843931108438,0.5991319517613893,73.57227065360703,0.35965099902567205,2.9603011543950397,0.5991319517613886,19.99761635182647,0.031891039056693285,99.43362831858407,5
XLM-R,Validity,30,76.40960809102401,62.38874046547942,74.98597775836777,74.91276864728192,0.33847181857257186,58.287492340355755,0.6033445561673213,72.88889453121318,0.3815029069257631,4.101248125123669,0.6033445561673204,29.989631130445147,0.024255889503395873,99.88874841972188,5
