Model,Dimension,Severity,Severity_Percent,Perturbation_Seed,Clean_Accuracy,Clean_Macro_F1,Clean_Sarcastic_F1,Perturbed_Accuracy,Perturbed_Macro_F1,Perturbed_Sarcastic_F1,Delta_F1,Realized_Rate,Changed_Instance_Rate
Twitter-RoBERTa-Irony,Validity,0.2,20,46,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7333333333333333,0.4732609710960737,0.1031390134529148,0.17001463937886396,0.19938286256824117,0.9516666666666667
Twitter-RoBERTa-Irony,Validity,0.3,30,42,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7346666666666667,0.4758946662405933,0.10762331838565023,0.16738094423434435,0.3001621963762956,0.9773333333333334
Twitter-RoBERTa-Irony,Validity,0.3,30,43,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7343333333333333,0.47377444577400823,0.10348706411698538,0.1695011647009294,0.29958857504549413,0.9773333333333334
Twitter-RoBERTa-Irony,Validity,0.3,30,44,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7323333333333333,0.46981289831433953,0.09673790776152981,0.1734627121605981,0.3001226362845162,0.9793333333333333
Twitter-RoBERTa-Irony,Validity,0.3,30,45,0.7353333333333333,0.6432756104749376,0.462059620596206,0.734,0.4726240324831874,0.10135135135135136,0.17065157799175024,0.30061713743175883,0.98
Twitter-RoBERTa-Irony,Validity,0.3,30,46,0.7353333333333333,0.6432756104749376,0.462059620596206,0.735,0.4789608316178365,0.11371237458193979,0.16431477885710116,0.30004351610095736,0.977
Twitter-RoBERTa-Irony,Understandability,0.1,10,42,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7366666666666667,0.6444226263634967,0.4633152173913043,-0.0011470158885590331,0.10064087348682649,0.717
Twitter-RoBERTa-Irony,Understandability,0.1,10,43,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7333333333333333,0.6405799601762596,0.45799457994579945,0.0026956502986780206,0.09874198908141467,0.7016666666666667
Twitter-RoBERTa-Irony,Understandability,0.1,10,44,0.7353333333333333,0.6432756104749376,0.462059620596206,0.736,0.6454654191505973,0.46630727762803237,-0.0021898086756596546,0.10083867394572356,0.7143333333333334
Twitter-RoBERTa-Irony,Understandability,0.1,10,45,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7386666666666667,0.648409471418321,0.4702702702702703,-0.005133860943383306,0.09941451064166469,0.7086666666666667
Twitter-RoBERTa-Irony,Understandability,0.1,10,46,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7336666666666667,0.6408652495552019,0.4583050847457627,0.002410360919735788,0.10008703220191471,0.713
Twitter-RoBERTa-Irony,Understandability,0.2,20,42,0.7353333333333333,0.6432756104749376,0.462059620596206,0.732,0.6426666666666667,0.464,0.0006089438082709231,0.1998180235778147,0.8766666666666667
Twitter-RoBERTa-Irony,Understandability,0.2,20,43,0.7353333333333333,0.6432756104749376,0.462059620596206,0.733,0.6422445603084408,0.4620550705171256,0.0010310501664968497,0.19930374238468232,0.8686666666666667
Twitter-RoBERTa-Irony,Understandability,0.2,20,44,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7356666666666667,0.6458176483453104,0.4674278038952317,-0.002542037870372771,0.20064878550518236,0.879
Twitter-RoBERTa-Irony,Understandability,0.2,20,45,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7353333333333333,0.6489757519169284,0.4748677248677249,-0.005700141441990714,0.19960044307302793,0.8743333333333333
Twitter-RoBERTa-Irony,Understandability,0.2,20,46,0.7353333333333333,0.6432756104749376,0.462059620596206,0.731,0.6376004027260952,0.45362220717670954,0.005675207748842448,0.20049054513806472,0.874
Twitter-RoBERTa-Irony,Understandability,0.3,30,42,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7353333333333333,0.6442480191693863,0.4642375168690958,-0.0009724086944487009,0.29943033467837643,0.9206666666666666
Twitter-RoBERTa-Irony,Understandability,0.3,30,43,0.7353333333333333,0.6432756104749376,0.462059620596206,0.733,0.640948809580197,0.4591492234976367,0.002326800894740688,0.2997863755043912,0.9273333333333333
Twitter-RoBERTa-Irony,Understandability,0.3,30,44,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7316666666666667,0.6420630861216965,0.4629753168779186,0.0012125243532411512,0.299390774586597,0.9256666666666666
Twitter-RoBERTa-Irony,Understandability,0.3,30,45,0.7353333333333333,0.6432756104749376,0.462059620596206,0.7336666666666667,0.6456749655394144,0.4691029900332226,-0.002399355064476749,0.29915341403592055,0.927
Twitter-RoBERTa-Irony,Understandability,0.3,30,46,0.7353333333333333,0.6432756104749376,0.462059620596206,0.727,0.6338754470198996,0.449226630800269,0.009400163455038024,0.2997665954585015,0.929
