Model,Dimension,Severity,Seed,Clean_Accuracy,Clean_Macro_F1,Perturbed_Accuracy,Perturbed_Macro_F1,Delta_F1,Realized_Rate,Changed_Instance_Rate
AraBERTv2,Consistency,10,44,0.6026605053046046,0.6006155672096679,0.5638466586459586,0.5619427366555586,0.038672830554109305,0.10009798346295451,0.7985070545772722
AraBERTv2,Consistency,10,45,0.6026605053046046,0.6006155672096679,0.5658563928688615,0.5639018490110929,0.03671371819857505,0.10014604074723737,0.798589084545554
AraBERTv2,Consistency,10,46,0.6026605053046046,0.6006155672096679,0.5658563928688615,0.5637412023042842,0.03687436490538376,0.09988528548251738,0.7981789347041452
AraBERTv2,Consistency,20,42,0.6026605053046046,0.6006155672096679,0.5273843377447227,0.5262219429193525,0.07439362429031537,0.19994589105769633,0.9462293557913157
AraBERTv2,Consistency,20,43,0.6026605053046046,0.6006155672096679,0.5262495898501586,0.5247585317758352,0.07585703543383271,0.19987380513127204,0.9459422509023296
AraBERTv2,Consistency,20,44,0.6026605053046046,0.6006155672096679,0.5262906048342995,0.5255094736797166,0.07510609352995135,0.19991741266701019,0.9456414743519632
AraBERTv2,Consistency,20,45,0.6026605053046046,0.6006155672096679,0.5276440993109482,0.5262331591612506,0.07438240804841734,0.1999343217114801,0.9459422509023296
AraBERTv2,Consistency,20,46,0.6026605053046046,0.6006155672096679,0.5268648146122716,0.5257167320563295,0.0748988351533384,0.19998237899576296,0.947227387072077
AraBERTv2,Consistency,30,42,0.6026605053046046,0.6006155672096679,0.48832440118123155,0.48826917408527737,0.11234639312439054,0.2999833579404428,0.9777972219184076
AraBERTv2,Consistency,30,43,0.6026605053046046,0.6006155672096679,0.4879826096467243,0.4879197295554752,0.11269583765419272,0.2999984870854948,0.9780843268073937
AraBERTv2,Consistency,30,44,0.6026605053046046,0.6006155672096679,0.4899650005468665,0.48967208851418537,0.11094347869548254,0.30006167351482965,0.9783030733894783
AraBERTv2,Consistency,30,45,0.6026605053046046,0.6006155672096679,0.4879962813081046,0.48808704173289474,0.11252852547677317,0.3001978358202978,0.9777562069342667
AraBERTv2,Consistency,30,46,0.6026605053046046,0.6006155672096679,0.4878048780487805,0.4877102785981564,0.1129052886115115,0.30005455391715813,0.9773734004156185
AraBERTv2,Validity,10,42,0.6026605053046046,0.6006155672096679,0.6026605053046046,0.6006155672096679,0.0,0.10004660775097972,0.7791479820627802
AraBERTv2,Validity,10,43,0.6026605053046046,0.6006155672096679,0.6026605053046046,0.6006155672096679,0.0,0.10021673107529014,0.7809116263808378
AraBERTv2,Validity,10,44,0.6026605053046046,0.6006155672096679,0.6026605053046046,0.6006155672096679,0.0,0.09996506935293745,0.7777808159247511
AraBERTv2,Validity,10,45,0.6026605053046046,0.6006155672096679,0.6026605053046046,0.6006155672096679,0.0,0.09996506935293745,0.7786831455758504
